User-ID,SVD1,SVD2,Cluster
44,0.15761529283257777,-0.13187759779933253,3
99,0.7067618712777278,0.49791632952927417,16
114,1.5718814849893397,0.2835090030504559,3
165,1.1162981153313545,0.48311981919647523,20
242,0.43326903034068676,0.11306805328826565,3
243,11.91496794368233,1.1155672297234622,22
244,1.0924991757376536,0.7197013359352227,24
254,17.172158578170517,5.876916342088166,21
383,1.2595461618607964,1.3544789473255727,16
388,3.4886229948803287,0.8893098463548057,30
408,0.8988902522498222,-1.7244345908861183,3
424,1.8940710897676425,0.980860559762009,3
446,1.5993814164071634,1.5960286463288835,8
486,1.3817176574363363,1.2037359107597945,20
487,0.8327052095576859,0.2936140513621168,3
503,2.0023941340082563,0.6260667869027686,24
505,0.46500483245937196,-0.5559073796153091,3
507,3.118571776202099,3.1785763324526357,28
595,1.8902584880921796,1.432474481189981,3
626,0.43326903034068676,0.11306805328826565,3
638,5.745617302492082,5.602793971118024,1
651,0.525132892355438,0.5097956871210644,3
709,0.5872514191662485,0.9147779227349948,3
728,0.9437000483204948,-1.983562477807763,3
735,1.0829188075707976,-1.4456520289587058,3
741,1.128516904785937,-1.449915777087959,3
805,4.2427497953781375,3.591376133108335,22
819,1.2903143990926742,-1.4973907636678128,3
843,0.37019647795084004,0.38503437389853845,3
853,0.44355473592136535,0.17151302134865193,3
876,1.38068398416869,-1.7674607489034047,5
882,14.585690394937961,4.316545363628667,21
899,0.19735735525514622,0.05150336257191873,3
900,1.350743303499173,0.5219683494914096,3
901,0.43326903034068676,0.11306805328826565,3
915,0.8014425650725411,0.809589541998122,26
929,1.3689268483230494,-2.1588238316466484,3
1025,2.4510866445976016,0.8737593600151556,3
1075,4.724771013011096,5.88559678806267,16
1083,0.5059439840225974,0.09354054173994522,3
1113,0.6685074291478196,0.1260251223563859,3
1129,1.2150774616469022,0.836453551264002,18
1131,4.199728417905622,2.887944098683628,20
1161,0.22348272412860626,0.22438207665628626,3
1167,1.4256414005224118,-0.3762644316406839,24
1211,1.30002259925513,1.2674108268463538,1
1249,0.5133232180577075,0.007437518706608482,17
1254,1.1752851177470955,1.0930898802387934,3
1261,1.1621136787184203,1.1984716671275466,22
1343,0.43326903034068676,0.11306805328826565,3
1412,1.0866131032230992,0.9227846851747703,26
1424,4.691082549906656,1.0441818285624842,22
1435,7.989645076190658,-4.913616657346818,5
1436,1.0667455413931817,-1.6204008126959564,3
1548,1.4162281339704808,0.6676845025317774,22
1585,0.5893754740879763,0.07376696961984498,3
1608,1.9133619448830756,-0.3886998343239665,3
1652,1.9252393354461752,1.835944994399559,1
1674,1.2148433494411726,0.3556149674231059,3
1725,0.6436363962861337,0.6501792118259254,26
1733,2.8073805276863077,-1.907535023243352,3
1790,0.40140908626847155,-0.8291421408849449,3
1797,0.44665858152198995,0.10932458162221542,3
1805,1.2019116905170184,1.4059084493872438,3
1812,0.5339821939742341,-1.035829811464595,11
1848,6.043014984966431,-1.7340891091219137,26
1903,3.351395426420969,-2.4178253292453498,13
1928,1.9575047305541615,3.049259742449983,30
2012,1.2404640267584173,-1.4611087512044458,3
2030,0.4292843211676549,0.3622049060598062,3
2033,4.553807183315187,-5.696909461412395,26
2110,2.6881002069365305,0.3880891765498649,16
2179,2.288376524688016,1.3506726908429065,1
2197,0.46573196898382213,0.3379117144146472,3
2255,0.3207762983148859,-0.4197487514832505,3
2276,5.952115629482411,-4.864605520152223,12
2287,0.388125125735918,-0.466165218023538,3
2288,0.9793755555014697,0.7091401158725547,3
2295,0.20032404519095234,0.24990371015564466,3
2313,1.885500346773524,1.6693685013434814,3
2326,1.0980308073713272,1.0212384600162234,3
2333,1.2019116905170184,1.4059084493872438,3
2337,2.9893153723973755,2.0727073138080154,16
2358,3.4935375799858823,3.078031654046744,30
2375,1.0858029470842798,0.7242844422794098,3
2399,0.8401865182934531,-0.9729656904752798,3
2411,0.29603603288271935,0.0772550438578781,3
2439,0.5241877698270302,-0.07266246564252289,12
2559,1.0505781249438013,0.40597538293776303,3
2589,0.5193541294285713,0.4018801308918289,3
2630,1.190948320573205,-2.304948067936328,11
2719,0.5676533470795285,0.02393757948510981,3
2766,12.909996867103713,3.3423715572940242,0
2770,0.35023965497358145,-0.13917096249547656,3
2790,3.429687200503405,3.603533988460844,30
2793,2.8434870202505684,-1.2699147730192077,3
2799,0.26964252432052,0.33637832732061373,3
2854,1.6373708380198067,2.374607158524973,30
2855,1.8026838694230916,0.5155145250690052,3
2891,7.577333302645471,4.8870279883319485,0
2907,0.49271948107523034,-0.5322642339826262,3
2977,5.745690331563623,-1.1528808855992012,13
